title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count,openalex_id,concepts,cited_by_count,referenced_works_count,concepts_norm
BallMerge: High quality Fast Surface Reconstruction via Voronoi Balls,Article,2024,"Parakkat, Amal Dev,Ohrhallinger, Stefan,Eisemann, Elmar,Memari, Pooran",10.1111/cgf.15019,,"We introduce a Delaunay-based algorithm for reconstructing the underlying surface of a given set of unstructured points in 3D. The implementation is very simple, and it is designed to work in a parameter-free manner. The solution builds upon the fact that in the continuous case, a closed surface separates the set of maximal empty balls (medial balls) into an interior and exterior. Based on discrete input samples, our reconstructed surface consists of the interface between Voronoi balls, which approximate the interior and exterior medial balls. An initial set of Voronoi balls is iteratively processed, merging Voronoi-ball pairs if they fulfil an overlapping error criterion. Our complete open-source reconstruction pipeline performs up to two quick linear-time passes on the Delaunay complex to output the surface, making it an order of magnitude faster than the state of the art while being competitive in memory usage and often superior in quality. We propose two variants (local and global), which are carefully designed to target two different reconstruction scenarios for watertight surfaces from accurate or noisy samples, as well as real-world scanned data sets, exhibiting noise, outliers, and large areas of missing data. The results of the global variant are, by definition, watertight, suitable for numerical analysis and various applications (e.g., 3D printing). Compared to classical Delaunay-based reconstruction techniques, our method is highly stable and robust to noise and outliers, evidenced via various experiments, including on real-world data with challenges such as scan shadows, outliers, and noise, even without additional preprocessing.",,pdfs/BallMerge_High_quality_Fast_Surface_Reconstruction_via_Voronoi_Balls.pdf,1,https://openalex.org/W6944518218,"['Dashboard', 'Curriculum', 'Computer science', 'Program evaluation', 'Engineering management', 'Program analysis', 'Program Design Language', 'Cohort', 'Medical education', 'Process management', 'Engineering', 'Software engineering', 'Statistical analysis', 'Educational program', 'Needs analysis', 'Program management', 'Knowledge management', 'Best practice', 'Cohort study', 'Data science']",0,0,['best practice; cohort; cohort study; computer science; curriculum; dashboard; data science; educational program; engineering; engineering management; knowledge management; medical education; needs analysis; process management; program analysis; program design language; program evaluation; program management; software engineering; statistical analysis']
The role of digital technologies in urban co-creation practices,Article,05/09/2024,"Slingerland, Geertje,Mikusch, Gerfried,Tappert, Simone,Paraschivoiu, Irina,Vettori, Brigitte,Tellioglu, Hilda",10.14254/1795-6889.2024.20-2.3,,"Citizen engagement in urban planning is essential to designing urban spaces that are just and responsive to societal challenges. Consequently, local stakeholders are invited into urban co-creation processes. Digital tools are often used in this process to shape urban futures together. This paper explores what role digital technologies play in urban co-creation through five case studies from European cities that were presented at a workshop during the 11th Communities and Technologies conference. The Co-Design Framework is used to analyse the cases and understand how digital tools support collaboration on different levels throughout the design cycle. The findings help to design more effective digital tools for urban co-creation and provide an analysis methodology to compare and contrast urban co-creation practices across cases varying in scale, time, and utilised tools.",,pdfs/The_role_of_digital_technologies_in_urban_co-creation_practices.pdf,1,https://openalex.org/W4401508636,"['Computer science', 'Earth (classical element)', 'Astrobiology', 'Low earth orbit', 'Resource (disambiguation)', 'Remote sensing', ""Earth's orbit"", 'Satellite', 'Aerospace engineering', 'Geology', 'Astronomy', 'Spacecraft', 'Engineering', 'Physics', 'Computer network']",6,49,"[""aerospace engineering; astrobiology; astronomy; computer network; computer science; earth (classical element); earth's orbit; engineering; geology; low earth orbit; physics; remote sensing; resource (disambiguation); satellite; spacecraft""]"
Strong (D)QBF Dependency Schemes via Implication-free Resolution Paths,Article,11/11/2024,"Beyersdorff, Olaf,Blinkhorn, Joshua Lewis,Peitl, Tom  ",10.1145/3689345,,"We suggest a general framework to study dependency schemes for dependency quantified Boolean formulas (DQBF). As our main contribution, we exhibit a new infinite collection of implication-free DQBF dependency schemes that generalise the reflexive resolution path dependency scheme. We establish soundness of all these schemes, implying that they can be used in any DQBF proof system. We further explore the power of QBF and DQBF resolution systems parameterised by implication-free dependency schemes and show that the hierarchical structure naturally present among the dependency schemes translates isomorphically to a hierarchical structure of parameterised proof systems with respect to p-simulation. As a special case, we demonstrate that our new schemes are exponentially stronger than the reflexive resolution path dependency scheme when used in Q-resolution, thus resulting in the strongest QBF dependency schemes known to date.",,pdfs/Strong_D_QBF_Dependency_Schemes_via_Implication-free_Resolution_Paths.pdf,1,https://openalex.org/W4403717172,"['Zoom', 'Human–computer interaction', 'Computer science', 'Cognitive science', 'Psychology', 'Engineering', 'Petroleum engineering', 'Lens (geology)']",0,87,['cognitive science; computer science; engineering; human–computer interaction; lens (geology); petroleum engineering; psychology; zoom']
QCDCL with cube learning or pure literal elimination  What is best?,Article,2024-11,"B hm, Benjamin,Peitl, Tom  ,Beyersdorff, Olaf",10.1016/j.artint.2024.104194,,"Quantified conflict-driven clause learning (QCDCL) is one of the main approaches for solving quantified Boolean formulas (QBF). We formalise and investigate several versions of QCDCL that include cube learning and/or pure-literal elimination, and formally compare the resulting solving variants via proof complexity techniques. Our results show that almost all of the QCDCL variants are exponentially incomparable with respect to proof size (and hence solver running time), pointing towards different orthogonal ways how to practically implement QCDCL.",,pdfs/QCDCL_with_cube_learning_or_pure_literal_elimination_What_is_best.pdf,1,https://openalex.org/W4395690112,"['Computer science', 'Rendering (computer graphics)', 'Augmented reality', 'Distributed computing', 'Computer network', 'Human–computer interaction', 'Computer graphics (images)']",0,59,['augmented reality; computer graphics (images); computer network; computer science; distributed computing; human–computer interaction; rendering (computer graphics)']
Attitudes towards social robots (ASOR): revisiting the scale with four types of robots,Inproceedings,11/03/2024,"Dobrosovestnova, Anna,Vetter, Ralf,Weiss, Astrid",10.1145/3610978.3640573,,"Our work is theoretically grounded in the notion of sociomorphing contending that not all dimensions of experienced sociality with robots pertain to projection of human-like mental states i.e. anthropomorphism. To investigate dimensions of attributed sociality, we deployed the Attributes towards Social Robots scale (ASOR) in a video-based online study (n=202) with four different robots (Starship Delivery Robot, Telenoid, Blossom, Vector). The four robots were rated slightly differently which aligned with our expectations because of the differences in appearances and how they were contextualised in the videos. However, further evaluation of the statistical properties of the scale and the solicited qualitative feedback to the items pointed to limitations of the scale.",,pdfs/Attitudes_towards_social_robots_ASOR_revisiting_the_scale_with_four_types_of_robots.pdf,1,https://openalex.org/W4387294046,"['Hypergraph', 'Cardinality (data modeling)', 'Hyperbolic tree', 'Bounded function', 'Intersection (aeronautics)', 'Intersection graph', 'Combinatorics', 'Mathematics', 'Approximation algorithm', 'Enhanced Data Rates for GSM Evolution', 'Discrete mathematics', 'Algorithm', 'Computer science', 'Graph', 'Line graph', 'Pure mathematics', 'Hyperbolic geometry', 'Mathematical analysis', 'Engineering', 'Data mining', 'Aerospace engineering', 'Telecommunications', 'Differential geometry']",1,0,['aerospace engineering; algorithm; approximation algorithm; bounded function; cardinality (data modeling); combinatorics; computer science; data mining; differential geometry; discrete mathematics; engineering; enhanced data rates for gsm evolution; graph; hyperbolic geometry; hyperbolic tree; hypergraph; intersection (aeronautics); intersection graph; line graph; mathematical analysis; mathematics; pure mathematics; telecommunications']
Towards Practicable Algorithms for Rewriting Graph Queries beyondDL-Lite (Extended Abstract),Inproceedings,21/06/2024,"L hnert, Bianca,Augsten, Nikolaus,Okulmus, Cem,Ortiz de la Fuente, Maria Magdalena",,,"Despite the many advantages that ontology-based data access (OBDA) has brought to a range of application domains, state-of-the-art OBDA systems still do not support popular graph database management systems such as Neo4j. Algorithms for query rewriting focus on languages like conjunctive queries and their unions, which are fragments of first-order logic and were developed for relational data. Such query languages are poorly suited for querying graph data. Moreover, they also limit the expressiveness of the ontology languages that admit rewritings, restricting them to those where the data complexity of reasoning is not higher than it is in first-order logic. In this paper, we propose a technique for rewriting a family of navigational queries for a suitably restricted fragment of that extends DL-Lite and that is NL-complete in data complexity. We implemented a proof-of-concept prototype that rewrites into Cypher queries, and tested it on a real-world cognitive neuroscience use case with promising results.",,pdfs/Towards_Practicable_Algorithms_for_Rewriting_Graph_Queries_beyondDL-Lite_Extended_Abstract.pdf,1,,[],,,[]
FPT Approximation of Generalised Hypertree Width for Bounded Intersection Hypergraphs,Inproceedings,11/03/2024,"Lanzinger, Matthias Paul,Razgon, Igor",10.4230/lipics.stacs.2024.48,,"Generalised hypertree width (ghw) is a hypergraph parameter that is central to the tractability of many prominent problems with natural hypergraph structure. Computing ghw of a hypergraph is notoriously hard. The decision version of the problem, checking whether ghw(H) k, is paraNP-hard when parameterised by k. Furthermore, approximation of ghw is at least as hard as approximation of Set-Cover, which is known to not admit any FPT approximation algorithms. Research in the computation of ghw so far has focused on identifying structural restrictions to hypergraphs - such as bounds on the size of edge intersections - that permit XP algorithms for ghw. Yet, even under these restrictions that problem has so far evaded any kind of FPT algorithm. In this paper we make the first step towards FPT algorithms for ghw by showing that the parameter can be approximated in FPT time for graphs of bounded edge intersection size. In concrete terms we show that there exists an FPT algorithm, parameterised by k and d, that for input hypergraph H with maximal cardinality of edge intersections d and integer k either outputs a tree decomposition with ghw(H) 4k(k+d+1)(2k-1), or rejects, in which case it is guaranteed that ghw(H) > k. Thus, in the special case of hypergraphs of bounded edge intersection, we obtain an FPT O(k )-approximation algorithm for ghw.",,pdfs/FPT_Approximation_of_Generalised_Hypertree_Width_for_Bounded_Intersection_Hypergraphs.pdf,1,https://openalex.org/W4393935296,"['Computer science', 'Data collection', 'Data science', 'Data management', 'Management science', 'Knowledge management', 'Database', 'Engineering', 'Sociology', 'Social science']",1,0,['computer science; data collection; data management; data science; database; engineering; knowledge management; management science; social science; sociology']
INTEND: Human-Like Intelligence for Intent-Based Data Operations in the Cognitive Computing Continuum,Inproceedings,2024-10,"Dautov, Rustem,Song, Hui,Roman, Dumitru,Husom, Erik Johannes,Sen, Sagar,Balionyte-Merle, Vilija,Firmani, Donatella,Leotta, Francesco,Mathew, Jerin George,Rossi, Jacopo,Balzotti, Lorenzo,Morichetta, Andrea,Dustdar, Schahram,Metsch, Thijs,Frascolla, Valerio,Khalid, Ahmed,Landi, Giada,Brenes, Juan,Toma, Ioan,Paulson, Eberechukwu",,,"This paper outlines a research roadmap of the INTEND project towards the development of a cognitive computing continuum that leverages human-like intelligence for intent-based data operations. The primary objective of this initiative is to create a system that can adapt dynamically to varying contexts by understanding and acting upon the intents of stakeholders in a decentralised and strategic manner. The project focuses on three main research pillars: resource management through intelligent agents, decentralised decision-making inspired by human cognitive processes, and enhancing human-AI interaction using Generative AI technologies.",,pdfs/INTEND_Human-Like_Intelligence_for_Intent-Based_Data_Operations_in_the_Cognitive_Computing_Continuum.pdf,1,,[],,,[]
The Expressive Power of Path-Based Graph Neural Networks,Inproceedings,02/05/2024,"Graziani, Caterina,Drucks, Tamara,Jogl, Fabian,Bianchini, Monica,Scarselli, Franco,G rtner, Thomas",,PMLR,"We systematically investigate the expressive power of path-based graph neural networks. While it has been shown that path-based graph neural networks can achieve strong empirical results, an investigation into their expressive power is lacking. Therefore, we propose PATH-WL, a general class of color refinement algorithms based on paths and shortest path distance information. We show that PATH-WL is incomparable to a wide range of expressive graph neural networks, can count cycles, and achieves strong empirical results on the notoriously difficult family of strongly regular graphs. Our theoretical results indicate that PATH-WL forms a new hierarchy of highly expressive graph neural networks.",,pdfs/The_Expressive_Power_of_Path-Based_Graph_Neural_Networks.pdf,1,https://openalex.org/W4402722165,"['Psychology', 'Expression (computer science)', 'Emotional expression', 'Multimedia', 'Computer science', 'Internet privacy', 'Applied psychology', 'Human–computer interaction', 'Social psychology', 'Programming language']",5,96,['applied psychology; computer science; emotional expression; expression (computer science); human–computer interaction; internet privacy; multimedia; programming language; psychology; social psychology']
Resource-efficient In-orbit Detection of Earth Objects,Preprint,19/01/2024,"Zhang, Qiyang,Yuan, Xin,Xing, Ruolin,Zhang, Yiran,Zheng, Zimu,Ma, Xiao,Xu, Mengwei,Dustdar, Schahram,Wang, Shangguang",10.48550/arxiv.2402.01675,,"With the rapid proliferation of large Low Earth Orbit (LEO) satellite constellations, a huge amount of in-orbit data is generated and needs to be transmitted to the ground for processing. However, traditional LEO satellite constellations, which downlink raw data to the ground, are significantly restricted in transmission capability. Orbital edge computing (OEC), which exploits the computation capacities of LEO satellites and processes the raw data in orbit, is envisioned as a promising solution to relieve the downlink burden. Yet, with OEC, the bottleneck is shifted to the inelastic computation capacities. The computational bottleneck arises from two primary challenges that existing satellite systems have not adequately addressed: the inability to process all captured images and the limited energy supply available for satellite operations. In this work, we seek to fully exploit the scarce satellite computation and communication resources to achieve satellite-ground collaboration and present a satellite-ground collaborative system named TargetFuse for onboard object detection. TargetFuse incorporates a combination of techniques to minimize detection errors under energy and bandwidth constraints. Extensive experiments show that TargetFuse can reduce detection errors by 3.4 times on average, compared to onboard computing. TargetFuse achieves a 9.6 times improvement in bandwidth efficiency compared to the vanilla baseline under the limited bandwidth budget constraint.",,pdfs/Resource-efficient_In-orbit_Detection_of_Earth_Objects.pdf,1,https://openalex.org/W4404987672,"['Computer science', 'Generalizability theory', 'Pipeline (software)', 'Data science', 'Process (computing)', 'Query language', 'Cornerstone', 'Query expansion', 'Information retrieval', 'Query optimization', 'Programming language', 'Visual arts', 'Statistics', 'Mathematics', 'Art']",9,27,['art; computer science; cornerstone; data science; generalizability theory; information retrieval; mathematics; pipeline (software); process (computing); programming language; query expansion; query language; query optimization; statistics; visual arts']
"Please, Vadalog, tell me why : Interactive Explanation of Datalog-based Reasoning",Inproceedings,18/03/2024,"Baldazzi, Teodoro,Bellomarini, Luigi,Ceri, Stefano,Colombo, Andrea,Gentili, Andrea,Sallinger, Emanuel",10.48786/edbt.2024.82,OpenProceedings,"Integrating Large Language Models (LLMs) with logic-based Enterprise Knowledge Graphs (EKGs) and more generally with Knowledge Representation and Reasoning (KRR) approaches is currently at the forefront of research in many data-intensive areas, as language models may complement EKGs and ontological reasoning with flexibility and human orientation. Conversely, EKGs provide transparency and explainability on the conclusions drawn, a typical weak point of LLMs, which operate opaquely. In this demo, we integrate Llama 2 with our reasoning system Vadalog and use it to turn a chase graph, i.e., the trace of an ontological reasoning process, into a human-readable business report. In other words, we show the amazing capabilities of state-of-the-art LLMs in combination with a principled exploitation of the theoretical underpinnings of logic-based reasoning. We walk the audience through a visual environment, unfolding real-world reasoning settings from the Central Bank of Italy.",,pdfs/Please_Vadalog_tell_me_why_Interactive_Explanation_of_Datalog-based_Reasoning.pdf,1,https://openalex.org/W4405133524,"['Atrial fibrillation', 'Rehabilitation', 'Stroke (engine)', 'Medicine', 'Physical medicine and rehabilitation', 'Cardiology', 'Physical therapy', 'Engineering', 'Mechanical engineering']",11,63,['atrial fibrillation; cardiology; engineering; mechanical engineering; medicine; physical medicine and rehabilitation; physical therapy; rehabilitation; stroke (engine)']
DOML: A new modeling approach to infrastructure-as-code,Article,2024-11,"Chiari, Michele,Xiang, Bin,Canzoneri, Sergio,Nedeltcheva, Galia Novakova,Di Nitto, Elisabetta,Blasi, Lorenzo,Benedetto, Debora,Niculut, Laurentiu, kof, Igor",10.1016/j.is.2024.102422,,"One of the main DevOps practices is the automation of resource provisioning and deployment of complex software. This automation is enabled by the explicit definition of Infrastructure-as-Code (IaC), i.e., a set of scripts, often written in different modeling languages, which defines the infrastructure to be provisioned and applications to be deployed. We introduce the DevOps Modeling Language (DOML), a new Cloud modeling language for infrastructure deployments. DOML is a modeling approach that can be mapped into multiple IaC languages, addressing infrastructure provisioning, application deployment and configuration. The idea behind DOML is to use a single modeling paradigm which can help to reduce the need of deep technical expertise in using different specialized IaC languages. We present the DOML's principles and discuss the related work on IaC languages. Furthermore, the advantages of the DOML for the end-user are demonstrated in comparison with some state-of-the-art IaC languages such as Ansible, Terraform, and Cloudify, and an evaluation of its effectiveness through several examples and a case study is provided.",,pdfs/DOML_A_new_modeling_approach_to_infrastructure-as-code.pdf,1,https://openalex.org/W4390572244,"['Backpropagation', 'Artificial intelligence', 'Artificial neural network', 'Computer science', 'Mechanism (biology)', 'Foundation (evidence)', 'Machine learning', 'Pipeline (software)', 'Biological neural network', 'Deep learning', 'Set (abstract data type)', 'Neuroscience', 'Psychology', 'Programming language', 'Epistemology', 'Philosophy', 'Archaeology', 'History']",55,64,['archaeology; artificial intelligence; artificial neural network; backpropagation; biological neural network; computer science; deep learning; epistemology; foundation (evidence); history; machine learning; mechanism (biology); neuroscience; philosophy; pipeline (software); programming language; psychology; set (abstract data type)']
SMT-Based Symbolic Model-Checking for Operator Precedence Languages,Inproceedings,2024,"Chiari, Michele,Geatti, Luca,Gigante, Nicola,Pradella, Matteo",10.1007/978-3-031-65627-9_19,"Springer, Cham","Operator Precedence Languages (OPL) have been recently identified as a suitable formalism for model checking recursive procedural programs, thanks to their ability of modeling the program stack. OPL requirements can be expressed in the Precedence Oriented Temporal Logic (POTL), which features modalities to reason on the natural matching between function calls and returns, exceptions, and other advanced programming constructs that previous approaches, such as Visibly Pushdown Languages, cannot model effectively. Existing approaches for model checking of POTL have been designed following the explicit-state, automata-based approach, a feature that severely limits their scalability. In this paper, we give the first symbolic, SMT-based approach for model checking POTL properties. While previous approaches construct the automaton for both the POTL formula and the model of the program, we encode them into a (sequence of) SMT formulas. The search of a trace of the model witnessing a violation of the formula is then carried out by an SMT-solver, in a Bounded Model Checking fashion. We carried out an experimental evaluation, which shows the effectiveness of the proposed solution.",,pdfs/SMT-Based_Symbolic_Model-Checking_for_Operator_Precedence_Languages.pdf,1,https://openalex.org/W4385998571,"['Outlier', 'Noise (video)', 'Metric (unit)', 'Measure (data warehouse)', 'Cluster analysis', 'Computer science', 'Pattern recognition (psychology)', 'Artificial intelligence', 'Image (mathematics)', 'Hierarchy', 'Computational complexity theory', 'Mathematics', 'Minimum description length', 'Data mining', 'Algorithm', 'Market economy', 'Operations management', 'Economics']",4,68,['algorithm; artificial intelligence; cluster analysis; computational complexity theory; computer science; data mining; economics; hierarchy; image (mathematics); market economy; mathematics; measure (data warehouse); metric (unit); minimum description length; noise (video); operations management; outlier; pattern recognition (psychology)']
LLM-based DatalogMTL Modelling of MiCAR-compliant Crypto-Assets Markets,Inproceedings,2024,"Colombo, Andrea,Baldazzi, Teodoro,Bellomarini, Luigi,Gentili, Andrea,Sallinger, Emanuel",,,"Recent extensions of Datalog that consider the temporal dimension as a first-class citizen have unlocked the possibility of using its temporal variants, such as DatalogMTL, to model and reason about complex financial domains. Very relevant ones are crypto-activity markets, which, according to the recent Markets in Crypto-Assets Regulation (MiCAR) of the EU, are described by white papers published by crypto-assets issuers. In particular, the issuers publish semi-structured information about the assets they are willing to offer. Then, the assets are implemented in decentralized finance contexts (i.e., in a blockchain) as executable scripts known as smart contracts. However, these scripts are often criticized for their complexity, which makes them challenging to understand and communicate. On the other hand, in our experience, the availability of a declarative and executable representation of a crypto-activity market fosters a better understanding of that market as well as improved transparency, reproducibility and, as a consequence, increased fairness. These characteristics are of major interest to the financial authorities for example for supervision purposes. In this paper, we study the problem of automatically translating textual descriptions of crypto-assets, written according to the MiCAR specifications, into DatalogMTL programs that represent and capture the respective crypto-activity market. To this end, we opt for a machine translation approach and leverage a Large Language Model. We discuss promising techniques and preliminary experimental results.",,pdfs/LLM-based_DatalogMTL_Modelling_of_MiCAR-compliant_Crypto-Assets_Markets.pdf,1,,[],,,[]
MoodShaper: A Virtual Reality Experience to Support Managing Negative Emotions,Inproceedings,01/07/2024,"Wagener, Nadine,Kiesewetter, Arne,Reicherts, Leon,Wozniak, Pawel W.,Sch ning, Johannes,Rogers, Yvonne,Niess, Jasmin",10.1145/3643834.3661570,,"Negative emotions such as sadness or anger are often seen as something to be avoided. However, recognising, processing and regulating challenging emotional experiences can facilitate personal growth and is essential for long-term well-being. To support people in regulating and reflecting on negative emotions, we designed MoodShaper a VR experience where participants autonomously create a virtual environment combined with emotion regulation (ER) interventions. Our system included three different interventions designed based on interviews with psychotherapists. We evaluated MoodShaper in a mixed-method between-subject study with n = 60 participants. Participants experienced one of the three ER interventions, allowing them to manipulate visual representations of negative emotions through externalisation, seclusion, or appreciation. We found that MoodShaper significantly increased positive affect while decreasing difficulties in ER and negative affect. Our work demonstrates how VR can provide technology-mediated support to reflect on, engage with and manage negative emotions. We contribute insights for future VR systems which support ER for challenging situations.",,pdfs/MoodShaper_A_Virtual_Reality_Experience_to_Support_Managing_Negative_Emotions.pdf,1,,[],,,[]
Normalised Precision at Fixed Recall for Evaluating TAR,Inproceedings,05/08/2024,"Kusa, Wojciech,Peikos, Georgios,Staudinger, Moritz,Lipani, Aldo,Hanbury, Allan",10.1145/3664190.3672532,Association for Computing Machinery,"A popular approach to High-Recall Information Retrieval (HRIR) is Technology-Assisted Review (TAR), which uses information retrieval and machine learning techniques to aid the review of large document collections. TAR systems are commonly used in legal eDiscovery and medical systematic literature reviews. Successful TAR systems are able to find the majority of relevant documents using the least number of manual assessments. Previous work typically evaluated TAR models retrospectively, assuming that the system achieves a specific, fixed Recall level first and then measuring model quality (for instance, work saved at r% Recall). This paper presents an analysis of one of such measures: Precision at r% Recall (P@r%). We show that minimum Precision at r% scores depends on the dataset, and therefore, this measure should not be used for evaluation across topics or datasets. We propose its min-max normalised version (nP@r%), and show that it is equal to a product of TNR and Precision scores. Our analysis shows that nP@r% is least correlated with the percentage of relevant documents in the dataset and can be used to focus on additional aspects of the TAR tasks that are not captured with current measures. Finally, we introduce a variation of nP@r%, that is a geometric mean of TNR and Precision, preserving the properties of nP@r% and having a lower coefficient of variation.",,pdfs/Normalised_Precision_at_Fixed_Recall_for_Evaluating_TAR.pdf,1,https://openalex.org/W4390689992,"['Obsolescence', 'Computer science', 'Cloud computing', 'Transformational leadership', 'Field (mathematics)', 'Data science', 'The Internet', 'Edge computing', 'Management science', 'Engineering', 'Business', 'World Wide Web', 'Political science', 'Pure mathematics', 'Marketing', 'Operating system', 'Public relations', 'Mathematics']",20,0,['business; cloud computing; computer science; data science; edge computing; engineering; field (mathematics); management science; marketing; mathematics; obsolescence; operating system; political science; public relations; pure mathematics; the internet; transformational leadership; world wide web']
Inferring neural activity before plasticity as a foundation for learning beyond backpropagation,Article,2024,"Song, Yuhang,Millidge, Beren,Salvatori, Tommaso,Lukasiewicz, Thomas,Xu, Zhenghua,Bogacz, Rafal",10.1038/s41593-023-01514-1,,"For both humans and machines, the essence of learning is to pinpoint which components in its information processing pipeline are responsible for an error in its output, a challenge that is known as credit assignment . It has long been assumed that credit assignment is best solved by backpropagation, which is also the foundation of modern machine learning. Here, we set out a fundamentally different principle on credit assignment called prospective configuration . In prospective configuration, the network first infers the pattern of neural activity that should result from learning, and then the synaptic weights are modified to consolidate the change in neural activity. We demonstrate that this distinct mechanism, in contrast to backpropagation, (1) underlies learning in a well-established family of models of cortical circuits, (2) enables learning that is more efficient and effective in many contexts faced by biological organisms and (3) reproduces surprising patterns of neural activity and behavior observed in diverse human and rat learning experiments.",,pdfs/Inferring_neural_activity_before_plasticity_as_a_foundation_for_learning_beyond_backpropagation.pdf,1,https://openalex.org/W4405843827,"['Modulo', 'Propagator', 'Computer science', 'Satisfiability', 'Theoretical computer science', 'Algebra over a field', 'Mathematics', 'Discrete mathematics', 'Pure mathematics', 'Mathematical physics']",1,61,['algebra over a field; computer science; discrete mathematics; mathematical physics; mathematics; modulo; propagator; pure mathematics; satisfiability; theoretical computer science']
Minimum description length clustering to measure meaningful image complexity,Article,2024-01,"Mahon, Louis,Lukasiewicz, Thomas",10.1016/j.patcog.2023.109889,,"We present a new image complexity metric. Existing complexity metrics cannot distinguish meaningful content from noise, and give a high score to white noise images, which contain no meaningful information. We use the minimum description length principle to determine the number of clusters and designate certain points as outliers and, hence, correctly assign white noise a low score. The presented method is a step towards humans ability to detect when data contain a meaningful pattern. It also has similarities to theoretical ideas for measuring meaningful complexity. We conduct experiments on seven different sets of images, which show that our method assigns the most accurate scores to all images considered. Additionally, comparing the different levels of the hierarchy of clusters can reveal how complexity manifests at different scales, from local detail to global structure. We then present ablation studies showing the contribution of the components of our method, and that it continues to assign reasonable scores when the inputs are modified in certain ways, including the addition of Gaussian noise and the lowering of the resolution. Code is available at https://github.com/Lou1sM/meaningful_image_complexity.",,pdfs/Minimum_description_length_clustering_to_measure_meaningful_image_complexity.pdf,1,https://openalex.org/W4404229456,"['Order (exchange)', 'Computer science', 'Computational biology', 'Biology', 'Business', 'Finance']",1,42,['biology; business; computational biology; computer science; finance; order (exchange)']
Induction in Saturation,Inproceedings,2024,"Kov cs, Laura,Hozzov , Petra,Hajdu, M rton,Voronkov, Andrei",10.1007/978-3-031-63498-7_2,Springer,"Proof by induction is commonplace in modern mathematics and computational logic. This paper overviews and discusses our recent results in turning saturation-based first-order theorem proving into a powerful framework for automating inductive reasoning. We formalize applications of induction as new inference rules of the saturation process, add instances of appropriate induction schemata to the search space, and use these rules and instances immediately upon their addition for the purpose of guiding induction. Our results show, for example, that many problems from formal verification and mathematical theories can now be solved completely automatically using a first-order theorem prover.",,pdfs/Induction_in_Saturation.pdf,1,https://openalex.org/W4400316696,"['Computer science', 'Inclusion (mineral)', 'Assistive technology', 'Human–computer interaction', 'Multimedia', 'Sociology', 'Gender studies']",0,13,['assistive technology; computer science; gender studies; human–computer interaction; inclusion (mineral); multimedia; sociology']
Constraint-Based Test Oracles for Program Analyzers,Inproceedings,2024,"Fleischmann, Markus,Kaindlstorfer, David Michael,Isychev, Anastasia,W stholz, Valentin,Christakis, Maria",10.1145/3691620.3695035,Association for Computing Machinery,"Program analyzers implement complex algorithms and, as any software, can contain bugs. Bugs in their implementation may lead to analyzers being imprecise and failing to verify safe programs, i.e., programs with no reachable error locations; or worse, analyzer bugs may lead to reporting unsound results by verifying unsafe programs, i.e., programs with reachable error locations. In this paper, we propose a method to detect such bugs by generating constraint-based test oracles for analyzers. We re-purpose and extend Fuzzle, a tool for benchmarking fuzzers, in a tool called Minotaur. Minotaur generates C programs from SMT constraints, and based on the satisfiability of the constraints, derives whether the generated programs are safe or unsafe. For instance, for an unsafe program, an analyzer under test contains a soundness issue if it proves it safe. Using Minotaur, we found 30 unique soundness and precision issues in 11 well-known analyzers that reason about reachability properties.",,pdfs/Constraint-Based_Test_Oracles_for_Program_Analyzers.pdf,1,https://openalex.org/W4388287460,"['Blueprint', 'Building information modeling', 'Documentation', 'Process (computing)', 'Software engineering', 'Computer science', 'Systems engineering', 'Domain (mathematical analysis)', 'Engineering management', 'Engineering', 'Construction engineering', 'Process management', 'Scheduling (production processes)', 'Operations management', 'Operating system', 'Mathematical analysis', 'Mathematics', 'Mechanical engineering']",10,46,['blueprint; building information modeling; computer science; construction engineering; documentation; domain (mathematical analysis); engineering; engineering management; mathematical analysis; mathematics; mechanical engineering; operating system; operations management; process (computing); process management; scheduling (production processes); software engineering; systems engineering']
